"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CASP4",1363.04267051331,1.09430991855454,0.0443047116181094,24.6996285177769,1.07935750176715e-134,7.28473585385114e-133
"CASP5",17.070878450483,5.41858771310224,0.247917864600256,21.8563826444665,6.75931700073767e-106,2.800695904947e-104
"CASP7",944.973899141795,1.08089701645974,0.0472704540447132,22.8662287744755,1.00775046052089e-115,4.9234375732911e-114
"CATSPERB",13.3901277838282,2.88826871479664,0.159017355535572,18.1632294479362,1.00910186790002e-73,2.16598477437775e-72
"CBX2",239.88670768473,1.15178859187189,0.0724084143259745,15.906833516429,5.68152712496367e-57,7.83603881561e-56
"CCDC109B",530.534816334314,1.00525515392794,0.0503221790208387,19.9763836441116,8.84001886940354e-89,2.63857098168823e-87
"CCDC183-AS1",38.4757112628795,1.25164982477163,0.0948895990999122,13.1905902927647,9.94038192110838e-40,8.00775639583956e-39
"CCDC19",90.5067298652158,1.39463865951769,0.0943160954518019,14.786857458814,1.78076015741019e-49,1.97148418779798e-48
"CCDC60",3.29801777380969,3.2299645800458,0.310860424466014,10.3904013693417,2.74196787999908e-25,1.31926137097457e-24
"CCDC63",2.02560098391459,1.74641841767513,0.321872171830421,5.42581363198814,5.76911308704816e-08,1.18038734274014e-07
"CCDC64B",688.689166867722,1.13132600996806,0.0913693701562176,12.3818956837919,3.27514314470944e-35,2.27372963457382e-34
"CCDC85C",1654.51589401445,1.03510035214807,0.0647635607255883,15.9827585227119,1.6852034714842e-57,2.35736440028131e-56
"CCL17",35.8008514104191,1.35618360569515,0.167964268278934,8.07423876275264,6.78989001283693e-16,2.15016833041144e-15
"CCL18",539.201243309816,2.99657769954266,0.211368954068929,14.1770001783963,1.27167488597347e-45,1.24753720082513e-44
"CCL2",362.867437156006,1.66153069484948,0.093712699981603,17.7300482770815,2.45823140393263e-70,4.91146131975961e-69
"CCL20",60.2545905489079,4.93073015728538,0.173517205187447,28.4163760703662,1.26916020521258e-177,1.54821779070653e-175
"CCL22",712.452850907266,2.12124344750072,0.105053872427726,20.1919586444572,1.1520555674447e-90,3.58579577569158e-89
"CCL3",24.0505260447266,3.59180505858966,0.178362765317475,20.1376394461953,3.45410780013505e-90,1.05997933116644e-88
"CCL3L3",10.2435448577889,4.5844497708459,0.309676564972919,14.8039932283762,1.38038368889818e-49,1.53167998022375e-48
"CCL4",28.3702547805292,2.85633328197021,0.146667792039297,19.4748502193646,1.7944840387354e-84,4.85449952076628e-83
"CCL4L1",11.8786573421935,3.46064376562095,0.263951498935142,13.1109077977667,2.85164463935882e-39,2.26471090647017e-38
"CCL7",4.31261567077626,4.33628032477316,0.284837931197502,15.2236758164293,2.46294981999561e-52,2.98594657189591e-51
"CCL8",28.3015436832917,1.63766136383011,0.125311271402193,13.0687474917875,4.96767208793455e-39,3.91827629747127e-38
"CCNA1",12.5139802548389,1.28915886768687,0.194035393239836,6.64393668681576,3.05413808880548e-11,7.58417904465034e-11
"CCNA2",329.816010488288,1.94618287192793,0.0731092094893977,26.6202149567786,3.96094992293491e-156,3.50419173362349e-154
"CCNB1",507.213745655885,2.19691601544177,0.066428939289011,33.0716708554338,7.59382269047518e-240,2.13060968058475e-237
"CCNB2",265.938877291275,1.71312019672963,0.0653543879687163,26.21278004393,1.90016681597592e-151,1.58805430918158e-149
"CCNE1",156.697658427537,2.50988901189302,0.0744137189773221,33.7288479380787,2.18381773931911e-249,6.91777103229474e-247
"CCNE2",108.339559496242,1.23267722781893,0.0821901982465704,14.9978617172927,7.58229067787328e-51,8.75462603841454e-50
"CCR4",82.9331205116945,1.51483345556449,0.127881442382831,11.8456081456261,2.26767335007767e-32,1.43366336461336e-31
"CCR5",149.317966031799,1.16304618161707,0.0889296719313356,13.0782691126431,4.38307405608741e-39,3.46831484534878e-38
"CCR7",157.845603297777,2.70352374109673,0.101238815383185,26.7044189608897,4.18223493760932e-157,3.75064356961858e-155
"CCRN4L",188.698746640663,1.81104188341219,0.0611605981774207,29.6112519723652,1.07050783734188e-192,1.75206449378287e-190
"CD164L2",114.149863910961,1.20462025743167,0.0923603161218729,13.0426173059231,7.00117060215085e-39,5.50011962504971e-38
"CD177",81.2359368695356,3.76173178514553,0.211076581956194,17.8216444016808,4.80044136374327e-71,9.80048527899354e-70
"CD1B",65.5280686461438,1.07638383278214,0.131397217249572,8.19183126791562,2.57281160176927e-16,8.31906813611268e-16
"CD2",197.480123474084,1.58075194834866,0.0890327126568831,17.7547319538675,1.58425173177113e-70,3.1847189367436e-69
"CD226",32.0605806875313,1.28978321836347,0.0999851798795155,12.899743941229,4.51595223532388e-38,3.45917714125433e-37
"CD24",8079.96523292724,2.74424880554996,0.0832788519003672,32.9525292787791,3.89183596159918e-238,1.04706381213435e-235
"CD247",90.8409671945105,1.4052755238527,0.0969798677088528,14.4903840049724,1.39361531106624e-47,1.46210495242206e-46
"CD27",91.8799207469043,1.22771122321107,0.119702273942161,10.2563734403599,1.10789649589186e-24,5.19806191574683e-24
"CD274",182.848202877569,3.40086445699273,0.101438117931039,33.5264940473832,1.9818213324145e-246,5.98814937978782e-244
"CD28",79.1926631161054,1.66575666661055,0.0951974109378528,17.4979198509715,1.48597864143202e-68,2.83071004051648e-67
"CD300E",80.5539867623306,1.86884487776116,0.118146247651442,15.8180637549715,2.33565731424428e-56,3.17016652741933e-55
